cnpj_basic;cnpj_ordem;cnpj_dv;identifica;nome_fanta;situacao_c;data_situa;motivo_sit;data_inici;cnae_fisca;cnae_fis_1;tipo_logra;logradouro;numero;bairro;cep;cidade;estado;complement;uf;codigo_mun;ddd_1;telefone_1;endereco;Latitude;Longitude
38347521;1;92;1;-;2;20200904;0;20200904;4399103;-;RUA;ANTONIO CORDEIRO DOS SANTOS;21;PARQUE PRAZERES;28080080;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27269900;RUA, ANTONIO CORDEIRO DOS SANTOS, 21, PARQUE PRAZERES;-21.744;-41.303
38376569;1;29;1;-;2;20200908;0;20200908;4772500;4781400;RUA;VINTE E QUATRO DE NOVEMBRO;45;PARQUE SANTA ROSA;28085310;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98906969;RUA, VINTE E QUATRO DE NOVEMBRO, 45, PARQUE SANTA ROSA;-21.728;-41.306
38379126;1;91;1;-;2;20200908;0;20200908;5611201;5611203;TRAVESSA;LUIZ MARTINS;52;PARQUE AURORA;28025640;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99351534;TRAVESSA, LUIZ MARTINS, 52, PARQUE AURORA;-21.788;-41.329
38386260;1;10;1;-;2;20200909;0;20200909;4930202;5229099;TRAVESSA;CRISTIANO DOS SANTOS;17;PARQUE ROSARIO;28027465;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98932502;TRAVESSA, CRISTIANO DOS SANTOS, 17, PARQUE ROSARIO;-21.773;-41.330
38389115;1;92;1;-;2;20230814;0;20200909;7319002;5320202;RUA;DORES DE MACABU;11;QUILOMBO;28110000;Campos dos Goytacazes;Rio de Janeiro;CASA FRENTE;RJ;5819;22;27238482;RUA, DORES DE MACABU, 11, QUILOMBO;-21.988;-41.508
38389431;1;64;1;-;2;20200909;0;20200909;9700500;-;RUA;RUA MOISES PACHECO SANTOS;154;GOITACAZES;28110000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98586045;RUA, RUA MOISES PACHECO SANTOS, 154, GOITACAZES;-21.815;-41.298
38393322;1;10;1;ATELIER DOS BORDADOS;2;20200909;0;20200909;1340599;4782202;AVENIDA;24 DE OUTUBRO;318;PARQUE TURF CLUB;28015020;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99075999;AVENIDA, 24 DE OUTUBRO, 318, PARQUE TURF CLUB;-21.773;-41.310
38398387;1;59;1;-;2;20200909;0;20200909;8630503;7490199,8630501,8630502,8712300,8730199;RUA;VISCONDE DO CRUZEIRO;29;PARQUE ROSARIO;28027095;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27229583;RUA, VISCONDE DO CRUZEIRO, 29, PARQUE ROSARIO;-21.772;-41.329
38420829;1;16;1;-;2;20200911;0;20200911;4752100;4751201,4762800,4789007;RUA;ARTUR NOGUEIRA;270;PARQUE CORRIENTES;28055030;Campos dos Goytacazes;Rio de Janeiro;LOJA;RJ;5819;22;30155141;RUA, ARTUR NOGUEIRA, 270, PARQUE CORRIENTES;-21.743;-41.357
38423736;1;45;1;-;2;20200911;0;20200911;4781400;4729699,472;RUA;ARTUR NOGUEIRA;243;PARQUE CORRIENTES;28055030;Campos dos Goytacazes;Rio de Janeiro;LOJA 5;RJ;5819;22;98182086;RUA, ARTUR NOGUEIRA, 243, PARQUE CORRIENTES;-21.744;-41.358
38436050;1;99;1;-;2;20231220;0;20200913;4781400;4789003,4789099,1340501,4789001,5912099,4713002,3240099,4763601,8593700,1749400,9602502;RUA;TENENTE ANTONIO JOAQUIM;44;PARQUE VERA CRUZ;28060020;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;30262533;RUA, TENENTE ANTONIO JOAQUIM, 44, PARQUE VERA CRUZ;-21.739;-41.331
38440937;1;50;1;-;2;20200914;0;20200914;5620104;-;RUA;DOUTOR MANOEL COELHO BARROSO;126;PARQUE SAO CAETANO;28030405;Campos dos Goytacazes;Rio de Janeiro;APT 107;RJ;5819;22;88494071;RUA, DOUTOR MANOEL COELHO BARROSO, 126, PARQUE SAO CAETANO;-21.756;-41.344
38448626;1;38;1;-;2;20231212;0;20200914;5229099;5320202,4930201,5320201;AVENIDA;NOSSA SENHORA DO CARMO;133;PARQUE RUI BARBOSA;28025486;Campos dos Goytacazes;Rio de Janeiro;CASA;RJ;5819;22;27255476;AVENIDA, NOSSA SENHORA DO CARMO, 133, PARQUE RUI BARBOSA;-21.784;-41.332
38467994;1;23;1;-;2;20200915;0;20200915;9602501;4772500,561;RUA;PROFESSORA JULIA CODECO DOS SANTOS;36;VIVENDAS DO COQUEIRO;28110000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98736675;RUA, PROFESSORA JULIA CODECO DOS SANTOS, 36, VIVENDAS DO COQUEIRO;-21.790;-41.293
38477866;1;60;1;-;2;20200916;0;20200916;4781400;-;RUA;CARLOS LACERDA;458;PARQUE ROSARIO;28027182;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99460662;RUA, CARLOS LACERDA, 458, PARQUE ROSARIO;-21.768;-41.324
38480006;1;86;1;-;2;20200916;0;20200916;4399103;4322301,4330402,4330404;RUA;AIRES DE SOUZA;100;PARQUE RODOVIARIO;28051320;Campos dos Goytacazes;Rio de Janeiro;CONJ 1719;RJ;5819;22;99337679;RUA, AIRES DE SOUZA, 100, PARQUE RODOVIARIO;-21.750;-41.359
38492744;1;43;1;-;2;20200917;0;20200917;7319002;8230001;RUA;CARDOSO MOREIRA;406;PARQUE TURF CLUB;28024492;Campos dos Goytacazes;Rio de Janeiro;APT 204;RJ;5819;22;88041710;RUA, CARDOSO MOREIRA, 406, PARQUE TURF CLUB;-21.773;-41.314
38505672;1;21;1;-;2;20200917;0;20200917;9511800;7721700;RUA;PROJETADA C;22;GOITACAZES;28110000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;97381028;RUA, PROJETADA C, 22, GOITACAZES;-21.836;-41.253
38655574;1;70;1;-;2;20250429;0;20200917;9491000;-;AVENIDA;PRESIDENTE KENNEDY;702;PARQUE JOQUEI CLUB;28020010;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98202039;AVENIDA, PRESIDENTE KENNEDY, 702, PARQUE JOQUEI CLUB;-21.774;-41.282
38710360;1;50;1;-;2;20200923;0;20200923;151201;151202;RUA;ATILANO CRISOSTOMO;97;PARQUE TAMANDARE;28030040;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;81110997;RUA, ATILANO CRISOSTOMO, 97, PARQUE TAMANDARE;-21.761;-41.337
38733685;1;58;1;-;2;20200923;0;20200923;4744099;4742300,2330399,4744004,4744003,4741500,4744002,4744001;RUA;ACACIO FARIA DE FREITAS;20;NOVA CAMPOS;28085501;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27230794;RUA, ACACIO FARIA DE FREITAS, 20, NOVA CAMPOS;-21.724;-41.306
38821952;1;49;1;-;2;20200924;0;20200924;4724500;4721103;RUA;ROBERTO PINTO DE ANDRADE;234;PRQ SARAIVA;28110000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;88444079;RUA, ROBERTO PINTO DE ANDRADE, 234, PRQ SARAIVA;-21.837;-41.274
38872900;1;0;1;-;2;20200924;0;20200924;4399103;4330404;10A RUA;RUA JB;31;GOITACAZES;28110000;Campos dos Goytacazes;Rio de Janeiro;CASA 1;RJ;5819;22;99138537;10A RUA, RUA JB, 31, GOITACAZES;-21.835;-41.255
38948336;1;53;1;-;2;20200925;0;20200925;7319002;-;RUA;EDGAR ALVARENGA;186;PARQUE TROPICAL;28022720;Campos dos Goytacazes;Rio de Janeiro;FUNDOS;RJ;5819;22;99951934;RUA, EDGAR ALVARENGA, 186, PARQUE TROPICAL;-21.814;-41.300
39021984;1;22;1;-;2;20200926;0;20200926;4930202;-;RUA;HERCILIA RIBEIRO (RES VENEZA);86;PARQUE AURORA;28025854;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;97356191;RUA, HERCILIA RIBEIRO (RES VENEZA), 86, PARQUE AURORA;-21.803;-41.353
39143472;1;39;1;-;2;20200927;0;20200927;4755503;-;ESTRADA;DE BREJO GRANDE;0;TRAVESSAO;28175000;Campos dos Goytacazes;Rio de Janeiro;CASA;RJ;5819;22;27221179;ESTRADA, DE BREJO GRANDE, SN, TRAVESSAO;-21.685;-41.287
39230542;1;96;1;-;2;20200929;0;20200929;4744099;4742300,4744003,4741500;RUA;ISABEMAX;2;PARQUE NOVO JOCKEY;28020858;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98842256;RUA, ISABEMAX, 2, PARQUE NOVO JOCKEY;-21.779;-41.278
39235200;1;69;1;EZZENZIALE PLANEJADOS;2;20200929;0;20200929;4754701;3329501,4753900,4754702,4754703,4759801,4789003,4930201,4930202,9529105;AVENIDA;SETE DE SETEMBRO;215;CENTRO;28013331;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27245771;AVENIDA, SETE DE SETEMBRO, 215, CENTRO;-21.759;-41.316
39238260;1;35;1;-;2;20200929;0;20200929;9601701;-;RUA;DO RIACHUELO;517;PARQUE TURF CLUB;28013450;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98507288;RUA, DO RIACHUELO, 517, PARQUE TURF CLUB;-21.766;-41.314
39238625;1;21;1;-;2;20200929;0;20200929;7420004;5912099,742;RUA;FARMACEUTICO ANTONIO COELHO DOS SANTOS;8;PARQUE FLAMBOYANT;28020247;Campos dos Goytacazes;Rio de Janeiro;APT 203;RJ;5819;22;99987660;RUA, FARMACEUTICO ANTONIO COELHO DOS SANTOS, 8, PARQUE FLAMBOYANT;-21.775;-41.306
39238871;1;83;1;-;2;20200929;0;20200929;7319002;4789004;RUA;NAZARIO PEREIRA GOMES;274;PARQUE VERA CRUZ;28060204;Campos dos Goytacazes;Rio de Janeiro;ANEXO;RJ;5819;22;97339357;RUA, NAZARIO PEREIRA GOMES, 274, PARQUE VERA CRUZ;-21.733;-41.330
39265063;1;5;1;-;2;20201001;0;20201001;4930202;5320202,493;RUA;ARY RIBEIRO VAZ;202;CUSTODOPOLIS;28085120;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;22222222;RUA, ARY RIBEIRO VAZ, 202, CUSTODOPOLIS;-21.723;-41.307
39288715;1;27;1;-;2;20201002;0;20201002;9529106;3211602;AVENIDA;PRESIDENTE VARGAS;383;PARQUE PECUARIA;28053100;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98978837;AVENIDA, PRESIDENTE VARGAS, 383, PARQUE PECUARIA;-21.735;-41.354
33786758;1;56;1;CONCEITO MULTI COMERCIAL;2;20190531;0;20190531;4330404;0161001,0161099,1813001,1813099,1822901,3314707,3600602,3811400,4120400,4212000,4213800,4221902,4221905,4222701,4299501,4299599,4311801,4313400,4321500,4329104,4330402,4391600,4399103,4399199,4520001,4520002,4520004,4520005,4520006,4520007,4530703,453070;RUA;PASTOR JOAO BARRETO;21;PARQUE CORRIENTES;28055020;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;30520390;RUA, PASTOR JOAO BARRETO, 21, PARQUE CORRIENTES;-21.739;-41.351
39328329;1;11;1;-;2;20201006;0;20201006;4772500;-;ESTRADA;ESPINHO;0;GOITACAZES;28110000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27218888;ESTRADA, ESPINHO, 0, GOITACAZES;-21.840;-41.175
39329192;1;10;1;-;2;20201006;0;20201006;5320201;4930201;AVENIDA;SENADOR TARCISIO MIRANDA;639;-;-;Campos dos Goytacazes;Rio de Janeiro;COND APARTAMENTO;-;0;0;0;AVENIDA, SENADOR TARCISIO MIRANDA, 639, -;-21.780;-41.304
39330608;1;10;1;-;2;20201006;0;20201006;9002701;-;RUA;DOUTOR SIQUEIRA;117;PARQUE TAMANDARE;28030130;Campos dos Goytacazes;Rio de Janeiro;APT 202;RJ;5819;22;99521127;RUA, DOUTOR SIQUEIRA, 117, PARQUE TAMANDARE;-21.763;-41.332
39337865;1;83;1;01 MULTIMARCAS;2;20201007;0;20201007;4781400;4755502;AVENIDA;VINTE E OITO DE MARCO;1013;CENTRO;28020740;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;97258540;AVENIDA, VINTE E OITO DE MARCO, 1013, CENTRO;-21.761;-41.341
13603885;3;27;2;LIDER BRASIL DISTRIBUIDORA;2;20201007;0;20201007;4751201;4221905,4614100,4651601,4651602,4652400,4752100,6190699,8020001,9511800;RUA;LUIZ GRAIN;26;PARQUE PRAZERES;28080065;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27235028;RUA, LUIZ GRAIN, 26, PARQUE PRAZERES;-21.741;-41.298
39377461;1;13;1;TIPTOUR VIAGENS;2;20201009;0;20201009;7911200;7711000,7719599,7912100,7990200,8230001;RUA;MARTINHO GUIMARAES SANTAFE;25;PARQUE AEROPORTO;28093090;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99616868;RUA, MARTINHO GUIMARAES SANTAFE, 25, PARQUE AEROPORTO;-21.701;-41.308
39378151;1;13;1;-;2;20201009;0;20201009;4724500;4781400,472;RUA;VISCONDE DE ITABORAI;436;PARQUE ROSARIO;28027141;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99785775;RUA, VISCONDE DE ITABORAI, 436, PARQUE ROSARIO;-21.773;-41.329
39397214;1;89;1;-;2;20201013;0;20201013;4789002;4713002;AVENIDA;CAMPISTA;185;PARQUE GUARUS;28070011;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98900408;AVENIDA, CAMPISTA, 185, PARQUE GUARUS;-21.719;-41.321
39406399;1;40;1;-;2;20201013;0;20201013;9700500;9602501;RODOVIA;DEP. ALAIR FERREIRA;282;GOITACAZES;28110000;Campos dos Goytacazes;Rio de Janeiro;ANEXO BUGALHO;RJ;5819;22;99984377;RODOVIA, DEP. ALAIR FERREIRA, 282, GOITACAZES;-21.836;-41.262
39425922;1;86;1;-;2;20201014;0;20201014;4713002;4752100,4789099,4755502;RUA;JULIO ARMOND;7;CUSTODOPOLIS;28083360;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99142733;RUA, JULIO ARMOND, 7, CUSTODOPOLIS;-21.725;-41.313
39430587;1;4;1;MTC URBANIZADORA;2;20201015;0;20201015;6810203;4110700,4120400,4213800,4299501,4299599,4311801,4311802,4313400,4399101,4399199;AVENIDA;DOUTOR NILO PECANHA;209;PARQUE SANTO AMARO;28030035;Campos dos Goytacazes;Rio de Janeiro;PARTE;RJ;5819;22;27377000;AVENIDA, DOUTOR NILO PECANHA, 209, PARQUE SANTO AMARO;-21.765;-41.336
39437290;1;70;1;-;2;20250520;0;20201015;4724500;-;RUA;BEIRA DO TAI S/N;4;VILA BEIRA DO TAI;28145970;Campos dos Goytacazes;Rio de Janeiro;CASA;RJ;5819;22;97286201;RUA, BEIRA DO TAI S/N, 4, VILA BEIRA DO TAI;-21.790;-41.151
39450152;1;21;1;GUARUS GNV;2;20201016;0;20201016;4530703;4520001,4520007,4530704;AVENIDA;VEREADOR DEMERVAL DE ALBERNAZ CRESPO;18;PARQUE CIDADE LUZ;28060370;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99053773;AVENIDA, VEREADOR DEMERVAL DE ALBERNAZ CRESPO, 18, PARQUE CIDADE LUZ;-21.729;-41.327
5129003;6;58;2;-;2;20201016;0;20201016;4781400;-;AVENIDA;DR. SILVIO BASTOS TAVARES;316;PARQUE LEOPOLDINA;28051250;Campos dos Goytacazes;Rio de Janeiro;338 LOJA 112 FGH;RJ;5819;22;30523666;AVENIDA, DR. SILVIO BASTOS TAVARES, 316, PARQUE LEOPOLDINA;-21.755;-41.349
29988279;1;45;1;FOLLOW CLUBE RESERVA;2;20180320;0;20180320;4781400;1411801,1412601,1422300,1521100,1531901,4763601,4782201,4782202,4789001;RUA;MANOEL TEODORO;22;CENTRO;28030490;Campos dos Goytacazes;Rio de Janeiro;LOJA B;RJ;5819;22;27342010;RUA, MANOEL TEODORO, 22, CENTRO;-21.761;-41.333
39457792;1;63;1;ATELIER SAO MIGUEL ARCANJO;2;20201016;0;20201016;9002702;4755502;RUA;MANGARATIBA;75;PARQUE GUARUS;28070066;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98236496;RUA, MANGARATIBA, 75, PARQUE GUARUS;-21.719;-41.322
39493152;1;9;1;-;2;20240815;0;20201020;1813001;4751201,181;ESTRADA;MONSTEIRO DE SAO BENTO;0;SANTO AMARO DE CAMPOS;28140000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98723295;ESTRADA, MONSTEIRO DE SAO BENTO, S/N, SANTO AMARO DE CAMPOS;-21.910;-41.137
39498691;1;30;1;-;2;20201020;0;20201020;9602501;-;RODOVIA;AMARAL PEIXOTO;5;URURAI;28040000;Campos dos Goytacazes;Rio de Janeiro;CONJ HABITACIONAL;RJ;5819;22;98842846;RODOVIA, AMARAL PEIXOTO, 5, URURAI;-21.807;-41.397
39516911;1;1;1;-;2;20201021;0;20201021;4752100;4781400,4751201,4753900,4757100;PRACA;AZEREDO COUTINHO;486;CENTRO;28010090;Campos dos Goytacazes;Rio de Janeiro;BOX 486;RJ;5819;22;99637546;PRACA, AZEREDO COUTINHO, 486, CENTRO;-21.757;-41.325
39517665;1;2;1;-;2;20201022;0;20201022;5229099;-;RUA;NAZARIO PEREIRA GOMES;158;PARQUE GUARUS;28070205;Campos dos Goytacazes;Rio de Janeiro;CASA FUNDOS;RJ;5819;22;97000044;RUA, NAZARIO PEREIRA GOMES, 158, PARQUE GUARUS;-21.735;-41.332
39519957;1;84;1;-;2;20240528;0;20201022;4321500;-;AVENIDA;DOUTOR NEWTON GUARANA;916;PARQUE PENHA;28021245;Campos dos Goytacazes;Rio de Janeiro;CASA 03;RJ;5819;22;98072946;AVENIDA, DOUTOR NEWTON GUARANA, 916, PARQUE PENHA;-21.794;-41.290
39521428;1;15;1;-;2;20201022;0;20201022;5611201;4723700,561;RUA;15 DE JULHO;166;GOITACAZES;28110000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;97960722;RUA, 15 DE JULHO, 166, GOITACAZES;-21.836;-41.275
39522044;1;17;1;-;2;20240916;0;20201022;5612100;-;RUA;EPITACIO PESSOA;362;PARQUE LEOPOLDINA;28053040;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;97098471;RUA, EPITACIO PESSOA, 362, PARQUE LEOPOLDINA;-21.749;-41.351
39525409;1;67;1;-;2;20201022;0;20201022;4321500;-;RUA;DOM JOAO VI;80;PARQUE CORRIENTES;28055000;Campos dos Goytacazes;Rio de Janeiro;FUNDOS;RJ;5819;22;27327221;RUA, DOM JOAO VI, 80, PARQUE CORRIENTES;-21.742;-41.352
39531928;1;38;1;-;2;20201022;0;20201022;4744099;-;RUA;OSVALDO CUNHA;27;PARQUE CAJU;28051015;Campos dos Goytacazes;Rio de Janeiro;CONJ;RJ;5819;22;98599433;RUA, OSVALDO CUNHA, 27, PARQUE CAJU;-21.742;-41.341
39534945;1;29;1;-;2;20201023;0;20201023;4330404;4322301,4330402,4399103;RUA;PEDRO MACIEL NETTO;33;PARQUE SANTO ANTONIO;28022335;Campos dos Goytacazes;Rio de Janeiro;CONJ;RJ;5819;22;98530983;RUA, PEDRO MACIEL NETTO, 33, PARQUE SANTO ANTONIO;-21.797;-41.300
28755790;1;34;1;-;2;20170928;0;20170928;4772500;4789099,476;RUA;TEOTONIO FERREIRA DE ARAUJO;2;SANTA MARIA DE CAMPOS;28155000;Campos dos Goytacazes;Rio de Janeiro;CASA , ESP?RITO SANTINHO;RJ;5819;22;81605747;RUA, TEOTONIO FERREIRA DE ARAUJO, 2, SANTA MARIA DE CAMPOS;-21.267;-41.449
39561282;1;31;1;-;2;20201026;0;20201026;4781400;-;AVENIDA;BOA VISTA;263;FAROL DE SAO THOME;28140000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98758961;AVENIDA, BOA VISTA, 263, FAROL DE SAO THOME;-22.037;-41.045
39566256;1;4;1;-;2;20241127;0;20201026;4752100;9512600,475;PRACA;ALBERTO SAMPAIO;0;CENTRO;28010500;Campos dos Goytacazes;Rio de Janeiro;BOX 69;RJ;5819;22;81110245;PRACA, ALBERTO SAMPAIO, SN, CENTRO;-21.753;-41.333
39568477;1;3;1;-;2;20201026;0;20201026;4789004;-;RUA;WALDIR RODRIGUES DE MORAES;23;PARQUE ALDEIA;28060720;Campos dos Goytacazes;Rio de Janeiro;CASA 2;RJ;5819;22;98006121;RUA, WALDIR RODRIGUES DE MORAES, 23, PARQUE ALDEIA;-21.727;-41.333
39572894;1;20;1;-;2;20201027;0;20201027;8219999;-;12A RUA;19;14;ALPHAVILLE II;28110000;Campos dos Goytacazes;Rio de Janeiro;QUADRA 26, LOTE 25, CASA 01;RJ;5819;22;99232969;12A RUA, 19, 14, ALPHAVILLE II;-21.783;-41.280
39573539;1;75;1;-;2;20201027;0;20201027;5611203;-;RUA;DOUTOR JOAO MARIA;16;PARQUE JOAO MARIA;28027310;Campos dos Goytacazes;Rio de Janeiro;APT 101;RJ;5819;22;97447575;RUA, DOUTOR JOAO MARIA, 16, PARQUE JOAO MARIA;-21.769;-41.319
39576841;1;87;1;-;2;20201027;0;20201027;5611204;-;RUA;VICENTE DE VASCONCELOS;119;URURAI;28040115;Campos dos Goytacazes;Rio de Janeiro;LOJA 01;RJ;5819;22;98135179;RUA, VICENTE DE VASCONCELOS, 119, URURAI;-21.814;-41.396
39587352;1;20;1;-;2;20201027;0;20201027;3101200;4321500,4754701,1629301,1622699;RUA;ANTONIO ALVES CORDEIRO;42;PARQUE ROSARIO;28027050;Campos dos Goytacazes;Rio de Janeiro;CASA;RJ;5819;22;97160353;RUA, ANTONIO ALVES CORDEIRO, 42, PARQUE ROSARIO;-21.768;-41.326
39615708;1;92;1;DROGARIA SOUZA;2;20201029;0;20201029;4771701;4772500;RODOVIA;RODOVIA RJ 228;0;VILA NOVA;28165000;Campos dos Goytacazes;Rio de Janeiro;RUA PRINCIPAL S/N CHAVE DO PARAISO RJ 228;RJ;5819;99;99014689;RODOVIA, RODOVIA RJ 228, S/N, VILA NOVA;-21.411;-41.432
39616395;1;97;1;-;2;20201029;0;20201029;4923001;-;RUA;FARMACEUTICO ANTONIO COELHO DOS SANTOS;14;PARQUE FLAMBOYANT;28020247;Campos dos Goytacazes;Rio de Janeiro;APT 103;RJ;5819;22;99797059;RUA, FARMACEUTICO ANTONIO COELHO DOS SANTOS, 14, PARQUE FLAMBOYANT;-21.775;-41.306
39635181;1;68;1;-;2;20201031;0;20201031;4781400;-;RUA;RAIMUNDO DE FARIAS BRITO (RESERVA DOS CRISTAIS);177;-;-;Campos dos Goytacazes;Rio de Janeiro;BLOCO 5;-;0;0;0;RUA, RAIMUNDO DE FARIAS BRITO (RESERVA DOS CRISTAIS), 177, -;-21.764;-41.353
39645696;1;49;1;-;2;20201103;0;20201103;5620104;-;RODOVIA;RODOVIA BR 101;13;CAXETA;28120000;Campos dos Goytacazes;Rio de Janeiro;KM 96;RJ;5819;22;99561466;RODOVIA, RODOVIA BR 101, 13, CAXETA;-21.804;-41.397
39650574;1;40;1;-;2;20201103;0;20201103;5229099;-;RUA;ESPIRITO SANTO;93;PARQUE CAJU;28051070;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99910505;RUA, ESPIRITO SANTO, 93, PARQUE CAJU;-21.743;-41.334
39654152;1;43;1;-;2;20201103;0;20201103;4399103;4789001,4744003,4723700,4721103,4713002,4772500,4330404,4755502,4763601,4744001,1622699,4744099,4789005;RUA;SANTA LUZIA;0;DONANA;28110000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99874959;RUA, SANTA LUZIA, SN, DONANA;-21.825;-41.299
39657900;1;41;1;-;2;20201103;0;20201103;9602501;-;RUA;JOSE FRANCISCO SANGUEDO;138;CENTRO;28010290;Campos dos Goytacazes;Rio de Janeiro;LOJA PARTE;RJ;5819;22;27238989;RUA, JOSE FRANCISCO SANGUEDO, 138, CENTRO;-21.759;-41.320
39676840;1;4;1;CLINICA ODONTOLOGICA ALTIVO LUSO;2;20201105;0;20201105;8630504;-;AVENIDA;TREZE DE MAIO;286;CENTRO;28010260;Campos dos Goytacazes;Rio de Janeiro;SALA 807;RJ;5819;22;27230588;AVENIDA, TREZE DE MAIO, 286, CENTRO;-21.764;-41.324
39680233;1;18;1;-;2;20201105;0;20201105;4713002;4930201,532;AVENIDA;SETE DE SETEMBRO;0;CENTRO;28010561;Campos dos Goytacazes;Rio de Janeiro;CONJ 223 AO FIM LADO IMPAR;RJ;5819;22;98890923;AVENIDA, SETE DE SETEMBRO, SN, CENTRO;-21.758;-41.318
39681526;1;10;1;RT REPRESENTACOES;2;20201105;0;20201105;4616800;4617600,4618401,4761003;RUA;PASTOR LEOBINO GUIMARAES;21;PARQUE LEOPOLDINA;28051290;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98470580;RUA, PASTOR LEOBINO GUIMARAES, 21, PARQUE LEOPOLDINA;-21.753;-41.343
39685617;1;23;1;CASE & CELL;2;20201105;0;20201105;4752100;4753900,9512600,9521500;AVENIDA;SENADOR JOSE CARLOS PEREIRA PINTO;442;CALABOUCO;28080420;Campos dos Goytacazes;Rio de Janeiro;LOJA LOJA 43;RJ;5819;22;99948511;AVENIDA, SENADOR JOSE CARLOS PEREIRA PINTO, 442, CALABOUCO;-21.739;-41.313
39689530;1;24;1;-;2;20201105;0;20201105;4789004;4789002,4789099,4723700,4724500,4789005;RUA;AURELIO PINHEIRO;4;TRAVESSAO;28175000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98582328;RUA, AURELIO PINHEIRO, 4, TRAVESSAO;-21.613;-41.311
39693942;1;38;1;-;2;20201106;0;20201106;4781400;4789001,4729699,4772500;RUA;GONCALVES DE MAGALHAES;0;DORES DE MACABU;28115000;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;97035100;RUA, GONCALVES DE MAGALHAES, 0, DORES DE MACABU;-21.988;-41.508
39712188;1;36;1;-;2;20201006;0;20201006;6911701;-;RUA;JOAQUIM TAVORA;31;CENTRO;28010060;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;99327643;RUA, JOAQUIM TAVORA, 31, CENTRO;-21.757;-41.325
39722213;1;62;1;PAI E FILHO AUTOMOVEIS;2;20220613;0;20201109;4511102;4511101,4541203,4541204,6612601,6619399;AVENIDA;DOUTOR GILBERTO CARDOSO;308;PARQUE TURF CLUB;28015140;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27233622;AVENIDA, DOUTOR GILBERTO CARDOSO, 308, PARQUE TURF CLUB;-21.769;-41.310
39752375;1;43;1;-;2;20201111;0;20201111;8599699;-;AVENIDA;ALBERTO TORRES;871;PARQUE LEOPOLDINA;28053586;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;97429176;AVENIDA, ALBERTO TORRES, 871, PARQUE LEOPOLDINA;-21.746;-41.351
39752856;1;59;1;-;2;20250414;0;20201111;4399103;-;RUA;J;63;CODIM;28090610;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;27269900;RUA, J, 63, CODIM;-21.715;-41.291
39769776;1;6;1;-;2;20201112;0;20201112;5229099;4729699,561;RUA;OLIMPIO GUIMARAES VENANCIO;64;PARQUE TROPICAL;28022740;Campos dos Goytacazes;Rio de Janeiro;-;RJ;5819;22;98329314;RUA, OLIMPIO GUIMARAES VENANCIO, 64, PARQUE TROPICAL;-21.814;-41.297
